ts_ms,ic_balance,ic_credit,ic_debit,phys_footprint,swappedout_segs
1786399216573,948114030,3588445175,2639257403,5442797305,42702
1786399226594,948114030,3588445175,2640331145,5442797305,42657
1786399236812,947040288,3588445175,2640331145,5442797305,42508
1786399246818,947040288,3588445175,2640331145,5442797305,42435
1786399256810,828928688,3588445175,2758442745,5671504314,42198
1786399267012,827854946,3588445175,2759516487,5613522255,42119
1786399277046,827854946,3588445175,2760590229,5614595997,42111
1786399287075,826781204,3588445175,2761663971,5623185932,41953
1786399297102,825707462,3588445175,2761663971,5623185932,41314
1786399307298,825707462,3588445175,2761663971,5624259674,41281
1786399317327,825707462,3588445175,2761663971,5625333415,41280
1786399327348,825707462,3588445175,2761663971,5625333415,41277
1786399337340,825707462,3588445175,2761663971,5625333415,41263
1786399347526,825707462,3588445175,2761663971,5625333415,41259
1786399357541,825707462,3588445175,2761663971,5625333415,41256
1786399367751,825707462,3588445175,2761663971,5626407157,41254
1786399377736,825707462,3588445175,2761663971,5627480899,41234
1786399387763,825707462,3588445175,2761663971,5628554641,41231
1786399397816,825707462,3588445175,2762737713,5628554641,41223
1786399407837,825707462,3588445175,2762737713,5629628383,41220
1786399417881,825707462,3588445175,2762737713,5630702125,41216
1786399428072,825707462,3588445175,2762737713,5631775866,41207
1786399438119,825707462,3588445175,2762737713,5632849608,41201
1786399448298,823559979,3588445175,2763811454,5633923350,41195
1786399458491,823559979,3588445175,2764885196,5634997092,41193
1786399468696,823559979,3588445175,2764885196,5634997092,41189
1786399478743,823559979,3588445175,2764885196,5636070834,41163
1786399488737,823559979,3588445175,2764885196,5636070834,41150
1786399498903,823559979,3588445175,2764885196,5637144576,41143
1786399508928,823559979,3588445175,2764885196,5638218317,41142
1786399516675,823559979,3588445175,2764885196,5638218317,41141
1786399576844,514322333,3593813884,3079491551,5071282634,41082
1786399643918,570156908,3649648459,3079491551,5112084824,17800
1786399707471,449897824,3649648459,3199750635,5109937340,17598
1786399777492,1157493686,4361539289,3204045602,6268504768,38383
1786399787513,1157493686,4361539289,3204045602,6268504768,38207
1786399797501,1156419944,4361539289,3205119344,6268504768,39339
1786399807520,1156419944,4361539289,3205119344,6268504768,39073
1786399817592,1176821039,4381940383,3205119344,6268504768,39448
1786399827635,1200443359,4405562703,3205119344,6268504768,42442
1786399837653,1200443359,4405562703,3205119344,6268504768,42247
1786399847844,1200443359,4405562703,3205119344,6268504768,42162
1786399857882,1200443359,4405562703,3206193086,6268504768,42118
1786399867911,1199369617,4405562703,3206193086,6268504768,41720
1786399877912,1198295875,4405562703,3207266828,6268504768,41699
1786399888126,1198295875,4405562703,3208340570,6268504768,41596
1786399898152,1198295875,4405562703,3208340570,6268504768,41593
1786399908175,1198295875,4405562703,3208340570,6268504768,41741
1786399918178,1198295875,4405562703,3208340570,6269578510,41732
1786399928209,1197222133,4405562703,3208340570,6270652252,41713
1786399938235,1197222133,4405562703,3208340570,6270652252,41710
1786399948304,1197222133,4405562703,3208340570,6270652252,41641
1786399958297,1197222133,4405562703,3208340570,6270652252,41629
1786399968324,1197222133,4405562703,3208340570,6270652252,41641
1786399978347,1197222133,4405562703,3208340570,6271725993,41222
1786399988554,1197222133,4405562703,3208340570,6271725993,41222
1786399998554,1197222133,4405562703,3208340570,6271725993,41216
1786400008600,1197222133,4405562703,3209414311,6272799735,41209
1786400018613,1197222133,4405562703,3209414311,6272799735,41209
1786400028821,1197222133,4405562703,3209414311,6272799735,41207
1786400038834,1197222133,4405562703,3209414311,6272799735,41204
1786400048846,1197222133,4405562703,3209414311,6272799735,41204
1786400058849,1196148391,4405562703,3209414311,6272799735,41200
1786400068862,1196148391,4405562703,3209414311,6272799735,41198
1786400079064,1196148391,4405562703,3209414311,6272799735,41194
1786400089074,1196148391,4405562703,3209414311,6272799735,41194
1786400099285,1196148391,4405562703,3209414311,6272799735,41190
1786400109283,1196148391,4405562703,3209414311,6272799735,41186
1786400119333,1196148391,4405562703,3209414311,6272799735,41181
1786400127673,1196148391,4405562703,3209414311,6272799735,41180
1786400187687,670014898,4405562703,3735547805,5112084824,58307
1786400254821,670014898,4405562703,3736621547,5063766441,18580
1786400318474,603442905,4405562703,3803193540,5313948286,18474
1786400388493,962072674,5361192927,4399120252,5556613939,65046
1786400398499,960998932,5361192927,4400193994,5556613939,64835
1786400408667,960998932,5361192927,4400193994,5556613939,64714
1786400418864,959925190,5361192927,4401267736,5556613939,64338
1786400428894,959925190,5361192927,4401267736,5556613939,64235
1786400438926,959925190,5361192927,4401267736,5556613939,64152
1786400448962,959925190,5361192927,4401267736,5556613939,64031
1786400459001,959925190,5361192927,4401267736,5556613939,63801
1786400469053,959925190,5361192927,4402341478,5556613939,63628
1786400479049,953482739,5361192927,4407710187,5556613939,63391
1786400489087,953482739,5361192927,4408783929,5556613939,63345
1786400499294,952408997,5361192927,4408783929,5556613939,63302
1786400509297,952408997,5361192927,4408783929,5556613939,63297
1786400519321,951335256,5361192927,4410931412,5557687681,63291
1786400529354,950261514,5361192927,4412005154,5557687681,63282
1786400539352,950261514,5361192927,4412005154,5557687681,63277
1786400549365,949187772,5361192927,4412005154,5557687681,63257
1786400559386,948114030,5361192927,4413078896,5557687681,63248
1786400569440,948114030,5361192927,4413078896,5558761422,63179
1786400579633,947040288,5361192927,4414152638,5558761422,63171
1786400589647,947040288,5361192927,4415226380,5558761422,63167
1786400599667,945966546,5361192927,4415226380,5558761422,63167
1786400609696,944892805,5361192927,4416300122,5558761422,63166
1786400619741,944892805,5361192927,4416300122,5558761422,63142
1786400629806,943819063,5361192927,4417373863,5558761422,63134
1786400639796,943819063,5361192927,4417373863,5558761422,63133
1786400649819,943819063,5361192927,4417373863,5558761422,63099
1786400660007,943819063,5361192927,4417373863,5558761422,63098
1786400670008,943819063,5361192927,4417373863,5559835164,63096
1786400680044,943819063,5361192927,4417373863,5559835164,63081
1786400690108,943819063,5361192927,4417373863,5559835164,63081
1786400700149,943819063,5361192927,4417373863,5559835164,63068
1786400710197,943819063,5361192927,4417373863,5559835164,63058
1786400720372,943819063,5361192927,4417373863,5559835164,63057
1786400730558,943819063,5361192927,4417373863,5559835164,63054
1786400738708,943819063,5361192927,4417373863,5559835164,63053
1786400798872,654982512,5373004087,4716947832,5193689202,69823
1786400867189,758061727,5476083302,4718021574,5320390737,18218
